last_name,first_name,email,teacher_code,faculty,department,address,phone,note
Le Van,Quy,Brooke_Burns@hcmut.edu.vn,1940969,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,713-304-9824,
Tran Van,Linh,Kyle_Torres@hcmut.edu.vn,1940970,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,363-704-5454,
Bui Quang,Ngoc,Heather_White@hcmut.edu.vn,1940971,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,561-553-2261,
Nguyen Van,Son,John_Hunter@hcmut.edu.vn,1940972,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,820-675-8316,
Duong,Thien,Richard_Shea@hcmut.edu.vn,1940973,UI-UX,FME,Cau Giay Ha Noi Viet Nam,216-572-1445,
Bui Quang,Quy,Sharon_Crosby@hcmut.edu.vn,1940974,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,671-116-3691,
Vo Ngoc,Son,Travis_Barnes@hcmut.edu.vn,1940975,Web development,FME,Cau Giay Ha Noi Viet Nam,767-763-0480,
Vo Ngoc,Thien,Jennifer_Benjamin@hcmut.edu.vn,1940976,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,306-721-5389,
Duong,Ngoc,Jessica_Bruce@hcmut.edu.vn,1940977,Data engineer,FME,Cau Giay Ha Noi Viet Nam,719-102-7210,
Bui Quang,Son,Nancy_Lowery@hcmut.edu.vn,1940978,Game development,CSE,Cau Giay Ha Noi Viet Nam,164-621-2161,
Dao Van,Linh,Debra_Adkins@hcmut.edu.vn,1940979,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,679-471-5282,
Duong,Linh,Dr._Amber_Page_DDS@hcmut.edu.vn,1940980,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,477-711-7479,
Nguyen Van,Tham,Janice_Henderson@hcmut.edu.vn,1940981,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,664-761-1593,
Bui Quang,Linh,Courtney_Burke@hcmut.edu.vn,1940982,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,648-503-5849,
Duong,Linh,Angela_Jenkins@hcmut.edu.vn,1940983,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,729-367-6590,
Vo Ngoc,Thanh,Ashley_Osborne@hcmut.edu.vn,1940984,System engineer,FTE,Cau Giay Ha Noi Viet Nam,765-883-6950,
Dao Dinh,Hao,Brittany_Roberts_DDS@hcmut.edu.vn,1940985,Web development,SIM,Cau Giay Ha Noi Viet Nam,490-882-1021,
Nguyen Duc,Hai,Russell_King@hcmut.edu.vn,1940986,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,675-025-7306,
Le Huu,Ngoc,Sara_Hayes@hcmut.edu.vn,1940987,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,411-825-7006,
Bui Quang,Duy,Terri_Stevenson@hcmut.edu.vn,1940988,System engineer,FCE,Cau Giay Ha Noi Viet Nam,790-886-4409,
Dao Van,Thien,Cory_Jones@hcmut.edu.vn,1940989,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,219-350-5631,
Nguyen Duc,Huy,Dawn_Allen@hcmut.edu.vn,1940990,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,200-657-1000,
Bui Quang,Hao,Michelle_Morris@hcmut.edu.vn,1940991,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,155-641-9428,
Le Huu,Thanh,Sandra_Townsend@hcmut.edu.vn,1940992,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,473-662-6189,
Bui Quang,Son,Ryan_Cunningham@hcmut.edu.vn,1940993,Web development,CHE,Cau Giay Ha Noi Viet Nam,763-838-6544,
Nguyen Duc,Tham,Andrew_Li@hcmut.edu.vn,1940994,Web development,CSE,Cau Giay Ha Noi Viet Nam,867-182-9443,
Dao Dinh,Hau,Brian_Velasquez@hcmut.edu.vn,1940995,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,367-461-4077,
Vo Que,Thanh,Kimberly_Chavez@hcmut.edu.vn,1940996,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,547-157-0918,
Bui Quang,Son,Shane_Wagner@hcmut.edu.vn,1940997,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,774-740-5778,
Le Van,Huy,Beth_Harris@hcmut.edu.vn,1940998,Web development,CHE,Cau Giay Ha Noi Viet Nam,196-314-7474,
